Link,Tiêu đề,Địa chỉ,Loại hình,Mức giá,Giá/m²,Số phòng ngủ,Quận,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Latitude,Longitude,Tỉnh/Thành
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/hot-nhan-booking-100tr-co-hoan-lai-ro-hang-doc-quyen-dep-truc-tiep-cdt-cam-ket-ck-cao-nhat-pr42691590,Celadon City 06/2025. Mua trực tiếp CĐT. Giá thật! Cam kết CK cao nhất. Bao thuế phí & 5% sổ,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,"5,9 tỷ","~61,46 triệu/m²",2 phòng,,96 m²,,,,,,,Đang chờ sổ,10.8040766298076,106.6159562333,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/gio-hang-200-vinmes-dang-rao-ban-1-2-3-4pn-gia-tot-so-ng-cong-ngay-pr43266293,Giỏ hàng 200 căn hộ Vinhomes Central Park đang rao bán 1-2-3-4PN. Giá tốt sổ hồng công chứng ngay,"Vinhomes Central Park, 720A, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ,"7,5 tỷ","~86,21 triệu/m²",2 phòng,Bình Thạnh,87 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.794611357599978,106.72072827478434,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/-vinmes-gia-soc-giam-25-toan-gian-480-ngay-co-i-dau-tu-hiem-co-lh-pr42873959,"Căn hộ Vinhomes giá sốc giảm 25%, thanh toán giãn 480 ngày, cơ hội đầu tư hiếm có LH 0906 806 ***","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ,"2,6 tỷ","~44,07 triệu/m²",2 phòng,Quận 9,59 m²,,,Đông - Nam,,,,,10.841358962974107,106.84083622628533,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/gio-hang-moi-nhat-1-2-3-4-pn-gia-re-nhat-thi-truong-lh-em-binh-an-pr43272149,Giỏ hàng Vinhomes Central Park mới nhất 1-2-3-4 PN giá rẻ nhất thị trường. LH em Bình An 0906 825 ***,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,"7,5 tỷ","~90,36 triệu/m²",2 phòng,Bình Thạnh,83 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.7946483929535,106.720517256253,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/chu-nha-gui-ban-lo-3pn-vinmes-gia-chi-2-7-ty-con-thuong-luong-pr38809002,"Chủ nhà gửi bán gấp căn hộ góc 3PN Vinhomes Grand Park giá chỉ 2,85 tỷ","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ,Thỏa thuận,,3 phòng,Quận 9,90 m²,,,,,,,,10.8414618390231,106.840056442959,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-thu-thiem-prj-the-opera-residence/gio-hang-3pn-gia-tot-nhat-tai-metropole-crest-galleria-chi-tu-14-3-ty-3pn-pr40484497,Nắm key nhiều căn hộ giá tốt chốt nhanh The Opera Metropole Thủ Thiêm! Giá chỉ từ 16tỷ5/2PN 83m2,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",Căn hộ,"16,5 tỷ","~198,8 triệu/m²",2 phòng,Quận 2,83 m²,,,,,,,,10.77273904823064,106.71354173555349,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-eaton-park/1pn-suat-noi-bo-gia-tu-6-3ty-thanh-toan-289tr-6-thang-duy-nhat-tai-quan-2-pr42296626,"1PN suất nội bộ giá chỉ từ 6,3tỷ, thanh toán chỉ 289tr/6 tháng duy nhất tại Eaton Park Quận 2","Dự án Eaton Park, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,Thỏa thuận,,2 phòng,Quận 2,75 m²,,,Đông - Nam,Tây - Bắc,,,Hợp đồng mua bán,10.7948042587917,106.752935916404,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/tra-truoc-chi-800tr-so-huu-ngay-2pn-tai-vinmes-kng-ao-gia-pr42929998,Trả trước chỉ 800tr sở hữu ngay căn hộ 2PN tại Origami Vinhomes Grand Park không ảo giá 0911 688 ***,"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ,"3,35 tỷ","~56,53 triệu/m²",2 phòng,Quận 9,"59,3 m²",,,,,,,Hợp đồng mua bán,10.843254717437,106.843244032057,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-ba-chanh-xa-tan-kien-prj-conic-boulevard/-2-2-ty-85m2-nhan-nha-dang-ky-so-hong-trao-tay-pr43252399,"Conic Boulevard 2,4 tỷ, 84m2 nhận nhà đăng ký sổ hồng trao tay","Dự án Conic Boulevard, Đường Huỳnh Bá Chánh, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Căn hộ chung cư,"2,4 tỷ","~28,57 triệu/m²",2 phòng,,84 m²,,,,,,,,10.7061837220424,106.599703288299,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/ban-2pn-2wc-69m2-gia-f0-giai-doan-1-truc-tiep-cdt-chiet-khau-len-den-12-5-pr42932183,"Bán căn hộ Happy One Sora 2PN 2WC 69m2. Giá F0 giai đoạn 1. Trực tiếp CDT, chiết khấu lên đến 12,5%","Happy One Sora, 27, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ,"45,9 triệu/m²","~3,17 tỷ",2 phòng,Thủ Đức,69 m²,,,Đông,Nam,,,Hợp đồng mua bán,10.8858817055582,106.771160111002,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/-2pn-2wc-69-3m-tai-tp-thu-duc-chi-960-trieu-da-nhan-nha-pr43295813,"Căn hộ 2PN 2WC, 69.3m² tại TP. Thủ Đức Chỉ cần 960 triệu đã nhận nhà!","Happy One Sora, Số 9, Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ,"3,2 tỷ","~46,36 triệu/m²",2 phòng,Thủ Đức,"69,03 m²",,,Tây - Nam,Đông - Bắc,,,Hợp đồng mua bán,10.886673772827926,106.77051967324705,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-diamond-alnata-plus-celadon-city/ban-sky-linked-villa-o-to-len-tan-nha-tai-gia-f0-cdt-tt-trong-3-nam-0-lai-suat-pr43069820,Bán căn sky linked villa ô tô lên tận nhà tại Celadon City giá F0 CĐT. TT trong 3 năm 0% lãi suất,"Dự án Diamond Alnata Plus - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Căn hộ chung cư,"9,6 tỷ","~58,9 triệu/m²",2 phòng,,163 m²,,,,,,,Hợp đồng mua bán,10.80646533184645,106.61581465014905,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-co-thach-phuong-an-khanh-prj-the-river-thu-thiem/tan-truong-full-gio-hang-t1-2025-da-so-tro-vay-bank-70-pr42085179,Tấn Trường: Full giỏ hàng The River Thủ Thiêm T6/2025 - Đã có sổ - Hỗ trợ vay Bank 70%,"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"20,5 tỷ","~147,48 triệu/m²",3 phòng,Quận 2,139 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.7821897689462,106.71912740632,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-bach-dang-phuong-an-khanh-prj-the-river-thu-thiem/cap-nhat-full-gio-hang-chuyen-nhuong-tu-1-4pn-pool-villa-penhouse-gia-tot-nhat-pr42540292,Cập nhật full giỏ hàng chuyển nhượng The River - từ 1PN - 4PN - Pool Villa - Penhouse - Đã có sổ,"Dự án The River Thủ Thiêm, Đường Trần Bạch Đằng, Phường An Khánh, Quận 2, Hồ Chí Minh",Căn hộ chung cư,20 tỷ,"~142,86 triệu/m²",3 phòng,Quận 2,140 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.7819855492237,106.71937744803,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/-2pn-2wc-69-3m-tai-tp-thu-duc-chi-tu-3-2-ty-o-chuan-nhat-c-thue-de-dang-pr43295288,"Căn hộ 2PN 2WC, 69.3m² tại TP. Thủ Đức Chỉ từ 3,2 tỷ. Ở chuẩn Nhật, cho thuê dễ dàng!","Happy One Sora, Số 9, Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ,"3,2 tỷ","~46,18 triệu/m²",2 phòng,Thủ Đức,"69,3 m²",,,Tây - Nam,Đông - Bắc,,,,10.887117478216013,106.77032360473314,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-eaton-park/chu-nha-ban-goc-2pn-gia-tot-nh-at-quan-2-1pn-view-dep-tang-trung-cao-pr42084024,"EM NHẬN MUA BÁN, CHUYỂN NHƯỢNG GIÁ TỐT - CĂN HỘ CAO CẤP 1PN, 2PN - EATON PARK - GAMUDA LAND, QUẬN 2","Dự án Eaton Park, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ,"6,9 tỷ","~135,29 triệu/m²",2 phòng,Quận 2,51 m²,,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.7944806392773,106.753992835894,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/nhan-booking-gio-hang-cdt-co-hoan-lai-du-an-gia-chi-2-5-ty-toan-125-trieu-ki-hdmb-pr43294321,Nhận Booking giỏ hàng CĐT có hoàn lại Dự án Elysian. Giá chỉ 2.5 tỷ thanh toán 125 triệu kí HĐMB,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"2,5 tỷ","~62,66 triệu/m²",1 phòng,Quận 9,"39,9 m²",,,,,,,Hợp đồng mua bán,10.826460256707966,106.81868193150973,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-ba-chanh-xa-tan-kien-prj-conic-boulevard/-da-an-thien-85-98m2-2pn-gia-chi-dung-28-5-trieu-m2-ngan-hang-c-vay-85-pr43294018,"Căn hộ Conic Boulevard đã hoàn thiện 85,98m2/2pn giá chỉ đúng 28,5 triệu/m2, ngân hàng cho vay 85%","Dự án Conic Boulevard, Đường Huỳnh Bá Chánh, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",Căn hộ,"28,5 triệu/m²","~2,45 tỷ",2 phòng,,"85,98 m²",,,Đông - Bắc,Đông - Nam,,,Đang chờ sổ,10.707016728805728,106.60005021584772,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/nam-100-gio-hang-gia-tot-nhat-1pn-5ty-2pn-7-2ty-3pn-11-ty-4pn-17-ty-pr43257714,"Nắm 100% giỏ hàng Vinhomes Central Park giá tốt nhất 1PN=5tỷ, 2PN=7.2tỷ, 3PN=11 tỷ, 4PN=17 tỷ","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,11 tỷ,"~101,85 triệu/m²",3 phòng,Bình Thạnh,108 m²,,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,10.794453210366985,106.72099862264332,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-long-phuoc-phuong-long-phuoc-2/ban-1000m2-vuon-biet-thu-nhua-6m-thu-duc-gia-chi-18-ty-pr43060717,"Bán 1000m2 đất vườn biệt thự, đường nhựa 6m, Long Phước, Thủ Đức giá chỉ 18 tỷ","Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh",Biệt thự,18 tỷ,~18 triệu/m²,,Quận 9,1.000 m²,17 m,6 m,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,10.8073073426314,106.859070744971,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-linh-dong-phuong-linh-dong/ban-nha-mat-tien-kinh-doanh-dang-cho-thue-40-trieu-thang-chieu-ngang-10m-pr42852506,"Bán đất mặt tiền kinh doanh, đường Linh Đông, đang cho thuê 40 triệu/tháng. Chiều ngang 10m","Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Đất,39 tỷ,"~108,33 triệu/m²",2 phòng,Thủ Đức,360 m²,10 m,15 m,Đông,Đông,1 tầng,,Sổ đỏ/ Sổ hồng.,10.8492306060369,106.746941515842,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-2-phuong-truong-tho-2/ban-tien-kinh-doanh-2-thon-thu-duc-20m-gia-chi-7-5-ty-pr43016678,"Bán nhà mặt tiền kinh doanh đường số 2, Trường Thọ, Thủ Đức, đường 20m, giá chỉ 7,5 tỷ","Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Nhà mặt phố,"7,5 tỷ",~150 triệu/m²,2 phòng,Thủ Đức,50 m²,"4,4 m",20 m,Đông - Bắc,Đông - Bắc,3 tầng,,Sổ đỏ/ Sổ hồng.,10.8351197098053,106.753793046826,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-dat-duong-so-27-phuong-hiep-binh-chanh/ban-biet-thu-200m2-khu-ben-song-thu-duc-gia-re-pr43021501,"Bán đất biệt thự 200m2, khu bên sông, Hiệp Bình Chánh, Thủ Đức giá rẻ","Đường Số 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Biệt thự,"16,5 tỷ","~82,5 triệu/m²",,Thủ Đức,200 m²,"9,5 m",15 m,Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,10.8325805093905,106.732289416061,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/ban-nhanh-goc-2pn2wc-64m2-ban-cong-view-quan-1-tai-gia-chi-4-905-ty-pr43104311,"Bán nhanh căn góc 2PN 2WC 64m2 ban công view Quận 1 tại Eco Green Sài Gòn, giá chỉ 4,905 tỷ","Eco Green Sài Gòn, Nguyễn Văn Linh, Tân Thuận Tây, Quận 7, Hồ Chí Minh",Căn hộ chung cư,"4,91 tỷ","~76,28 triệu/m²",2 phòng,Quận 7,"64,3 m²",,,Nam,Bắc,,,HĐMB,10.7507795103531,106.723630502028,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/ban-1pn-2pn-3pn-sai-gon-riverside-pr33886563,"Q7 Riverside mới lắm 2PN 3.05 tỷ giá có thuế phí, nhà rất mới căn này rất mát LH: 0902 651 ***","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Căn hộ chung cư,"3,05 tỷ","~45,76 triệu/m²",2 phòng,Quận 7,"66,66 m²",,,,,,,HĐMB,10.7180337905884,106.742393493652,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tu-xuong-phuong-vo-thi-sau/-tai-quan-3-ho-chi-minh-gia-cuc-chat-92-ty-125-m2-pr43219813,"Nhà riêng tại đường Tú Xương, Quận 3, Hồ Chí Minh, 7mx20m giá cực chất 92 tỷ, 119,3m2","Đường Tú Xương, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Nhà riêng,92 tỷ,"~771,16 triệu/m²",8 phòng,Quận 3,"119,3 m²",,20 m,,,4 tầng,,Sổ đỏ/ Sổ hồng.,10.7804649221356,106.686257124105,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-mega-village/chinh-chu-ban-can-tho-5x15m-gia-tot-t-trong-khu-goi-ngay-o982667473-pr33906590,Chính chủ bán nhà phố Mega Village 5x15m. Không đối nhà. Sổ hồng riêng. Gọi 0982 667 *** Mr Phan Điền,"Dự án Mega Village, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Biệt thự/Liền kề,8 tỷ,"~106,67 triệu/m²",3 phòng,Quận 9,75 m²,5 m,20 m,Tây - Bắc,Tây - Bắc,3 tầng,,Sổ đỏ/ Sổ hồng,10.7847099304199,106.79044342041,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-nha-rieng-duong-160-phuong-tang-nhon-phu-a/bn-gp-3-dep-lung-linh-ngy-trung-tm-80m2-gi-7-ty-pr43179344,"Bán gấp nhà 3 tầng đẹp lung linh ngay trung tâm Tăng Nhơn Phú A, 72.1m2 giá 7 tỷ","Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Nhà riêng,7 tỷ,"~97,09 triệu/m²",4 phòng,Quận 9,"72,1 m²",,,,,3 tầng,,Sổ đỏ/ Sổ hồng,10.8376424483315,106.790499122963,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chuyen-98-gio-hang-ban-va-l81-tu-1-2-3-4pn-penthouse-gia-tot-nhat-pr43257664,Chuyên 98% giỏ hàng bán Vinhomes Central Park và L81 từ 1-2-3-4PN Penthouse giá tốt nhất 0936 021 ***,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,"7,2 tỷ","~87,8 triệu/m²",2 phòng,Bình Thạnh,82 m²,,,,Đông - Bắc,,,,10.7947479495787,106.720803028324,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-tan-be-phuong-an-lac-6/ra-mat-khu-sei-harmony-6-8-ty-4-tang-tt-gian-18-thang-co-ngan-hang-ho-tro-chiet-khau-3-pr43293943,"Ra mắt khu nhà phố Sei Harmony-6,8 tỷ-4 tầng TT giãn 18 tháng, có ngân hàng hỗ trợ. Chiết khấu 3%","Đường Lê Tấn Bê, Phường An Lạc, Bình Tân, Hồ Chí Minh",Shophouse,"6,8 tỷ","~97,14 triệu/m²",4 phòng,,70 m²,5 m,8 m,Đông - Nam,Đông - Nam,4 tầng,,Sổ đỏ/ Sổ hồng,10.7191315475983,106.605149164343,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-masteri-centre-point/quy-99-doc-quyen-4-8-ty-75m2-vi-tri-dep-sinh-loi-cao-lh-pr43293539,"Quỹ 99 căn hộ độc quyền Masteri Centre Point 4,8 tỷ, 75m2 vị trí đẹp, sinh lời cao LH 0901 002 ***","Dự án Masteri Centre Point, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ,"4,8 tỷ",~64 triệu/m²,2 phòng,Quận 9,75 m²,,,,,,,Hợp đồng mua bán,10.840488829207665,106.84008025018207,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/-06-2025-mua-truc-tiep-cdt-gia-that-bao-thue-phi-5-ck-cao-nhat-tang-1-nam-pql-pr43200397,Urban Green 06/2025 Mua trực tiếp CĐT. Giá thật! Bao thuế phí + 5% sổ. CK cao nhất. Tặng 1 năm PQL,"Dự án Urban Green, Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Căn hộ chung cư,"4,49 tỷ","~69,08 triệu/m²",2 phòng,Thủ Đức,65 m²,,,,,,,Đang chờ sổ,10.837576100207556,106.71753608788092,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/gio-hang-noi-bo-quy-dep-tu-cdt-ck-10-tang-5-nam-pql-tra-cham-den-nam-2029-pr43271999,Giỏ hàng nội bộ quỹ căn đẹp từ CĐT Elysian CK 10% - tặng 5 năm PQL - trả chậm đến Năm 2029,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,68 triệu/m²,"~5,44 tỷ",2 phòng,Quận 9,80 m²,,,,,,,,10.827037757408554,106.81845193818533,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-9-phuong-linh-xuan-prj-happy-one-sora/-3-1-ty-tai-tp-thu-duc-thanh-toan-25-trong-8-thang-phan-con-lai-ngung-den-luc-nhan-nha-pr43292006,"Căn hộ 3,35 tỷ tại TP Thủ Đức, thanh toán 25% trong 8 tháng, phần còn lại ngưng đến lúc nhận nhà","Dự án Happy One Sora, Đường Số 9, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Căn hộ,"3,35 tỷ","~48,55 triệu/m²",2 phòng,Thủ Đức,69 m²,,,,,,,Hợp đồng mua bán,10.887594738628172,106.77100997302401,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/mo-ban-dot-cuoi-ro-hang-dep-nhat-mien-phi-ql-5-nam-booking-uu-dai-10-con-5-suat-duy-nhat-pr43246992,"Mở bán đợt cuối rổ hàng dự án Elysian 2 Tháp B-D, Miễn Phí QL 5 năm, booking ưu đãi 10% còn 5 suất","Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Căn hộ chung cư,Thỏa thuận,,3 phòng,Quận 9,116 m²,,,,,,,Sổ đỏ/ Sổ hồng,10.825981380359824,106.81922381847885,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/duy-nhat-1pn-1-2-35-ty-47m2-view-vuon-nhat-full-noi-that-bao-het-huong-dong-nam-pr42603817,Duy nhất căn 3PN full nội thất 3.5 tỷ /81m2 - Giỏ hàng Tháng 6 - CK 28% - TT giãn ký CĐT,"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"3,5 tỷ","~43,21 triệu/m²",3 phòng,Quận 9,81 m²,,,Đông - Nam,,,,Hợp đồng mua bán,10.8425366220564,106.842955184627,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/10-suat-ngoai-giao-the-global-city-chiet-khau-18-he-truc-tiep-cdt-pr43072287,"Suất ngoại giao căn hộ Lumiere Midtown - The Global City, chiết khấu 20%. Liên hệ trực tiếp CĐT","Dự án Lumière Midtown, Đường Liên Phường, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ,"8,3 tỷ","~115,28 triệu/m²",2 phòng,Quận 2,72 m²,,,,,,,,10.8038446844533,106.776898224923,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-the-beverly-solari-vinhomes-grand-park/doc-quyen-gh-tot-nhat-dong-20-t9-nhan-nha-mien-lai-2-nam-mien-goc-4-nam-pr39943974,Không đăng ảo - cam kết đây là 2PN & 3PN giá tốt nhất thị trường - CK lên đến 25% - được TT nhàn hạ,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Căn hộ chung cư,"3,6 tỷ","~51,43 triệu/m²",2 phòng,Quận 9,70 m²,,,Đông - Nam,Tây - Bắc,,,Hợp đồng mua bán,10.8396596908569,106.851036071777,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-grand-marina-saigon/-em-chuyen-san-nhung-ban-cat-lo-56m2-20ty-87m2-30ty-150m2-65ty-pr43258805,Grand Marina Saigon - Em chuyên săn những căn bán cắt lỗ (56m2-20tỷ) (87m2-30tỷ) (150m2-65tỷ),"Dự án Grand Marina Saigon, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Căn hộ chung cư,20 tỷ,"~357,14 triệu/m²",1 phòng,Quận 1,56 m²,,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.7779084476662,106.707109036574,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-an-phu-prj-lumiere-riverside/-em-chuyen-san-nhung-gia-goc-cat-52m2-6-5ty-77m2-9ty-101m2-12ty-pr42620616,"Lumiere Riverside em chuyên săn những căn giá gốc cắt lỗ (52m2-6,5tỷ) (77m2-9tỷ) (101m2-12tỷ)","Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",Căn hộ chung cư,"6,5 tỷ",~125 triệu/m²,1 phòng,Quận 2,52 m²,,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,10.8042211368815,106.748655117215,Thành phố Hồ Chí Minh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/-ban-gap-nhieu-1pn-2pn-3pn-4pn-shophouse-da-co-so-hong-tai-0901511155-pr36227388,Cần bán gấp nhiều căn 1PN 2PN 3PN 4PN giá tốt đầu tư tại Vinhomes Central Park 0901 511 ***,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Căn hộ chung cư,"7,3 tỷ","~91,25 triệu/m²",2 phòng,Bình Thạnh,80 m²,,,,,,,,10.7949285507202,106.720741271973,Thành phố Hồ Chí Minh
